Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role,SMTP Verification
Iconosquare,Remote,Worldwide,jobs@iconosquare.com,guessed pattern (verify before sending),,iconosquare.com,https://iconosquare.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5a80079si525456f8f.209 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b7f3a"
Sendible,Remote,Worldwide,jobs@sendible.com,guessed pattern (verify before sending),,sendible.com,https://sendible.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5a0eda0si412051f8f.9 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5a7ff69s"
Anyword,Remote,Worldwide,recruiting@anyword.com,guessed pattern (verify before sending),,anyword.com,https://anyword.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b8e7b9si342095f8f.502 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b8d90"
Imweb,Remote,Worldwide,people@imweb.me,guessed pattern (verify before sending),,imweb.me,https://imweb.me/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b7f829si334833f8f.301 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b7f2f"
Wpengine,Remote,Worldwide,recruiting@wpengine.com,guessed pattern (verify before sending),,wpengine.com,https://wpengine.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5a7ff9csi377926f8f.167 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5a0ec3"
Vimeo,Remote,Worldwide,people@vimeo.com,guessed pattern (verify before sending),,vimeo.com,https://vimeo.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b7f76fsi399352f8f.315 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b7f28"
Bandwidth,Remote,Worldwide,recruiting@bandwidth.com,guessed pattern (verify before sending),,bandwidth.com,https://bandwidth.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b7f491si404573f8f.273 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b8099"
Matrix,Remote,Worldwide,jobs@matrix.org,guessed pattern (verify before sending),,matrix.org,https://matrix.org/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b7f3c9si445365f8f.270 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5a7fd3"
Wire,Remote,Worldwide,jobs@wire.com,guessed pattern (verify before sending),,wire.com,https://wire.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5a80671si529433f8f.148 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5a7fde"
Baydin,Remote,Worldwide,recruiting@baydin.com,guessed pattern (verify before sending),,baydin.com,https://baydin.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b8eed8si362969f8f.504 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b8690"
Leadiq,Remote,Worldwide,jobs@leadiq.com,guessed pattern (verify before sending),,leadiq.com,https://leadiq.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5b8d89csi404450f8f.472 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b7f37"
Thefabulous,Remote,Worldwide,talent@thefabulous.co,guessed pattern (verify before sending),,thefabulous.co,https://thefabulous.co/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-4999d1121a6si4900075e9.12 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b85623"
Builder,Remote,Worldwide,hiring@builder.io,guessed pattern (verify before sending),,builder.io,https://builder.io/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482a5a0ee17si457362f8f.72 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482a5b8da58"
