Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role,SMTP Verification
Ciklum,Europe,London / remote,hr@ciklum.com,guessed pattern (verify before sending),,ciklum.com,https://ciklum.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2fea22si10881422f8f.158 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482958f0"
N-iX,Europe,Lviv / remote,careers@n-ix.com,guessed pattern (verify before sending),,n-ix.com,https://n-ix.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f3433d1si13668482f8f.451 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f24d"
Docker,Remote,Worldwide remote,careers@docker.com,guessed pattern (verify before sending),,docker.com,https://docker.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2363ffsi9792616f8f.45 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f332ec"
Flexport,Remote,Worldwide remote,careers@flexport.com,guessed pattern (verify before sending),,flexport.com,https://flexport.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f321149si10434997f8f.338 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f32c"
Grid Dynamics,Remote,Worldwide remote,hr@griddynamics.com,guessed pattern (verify before sending),,griddynamics.com,https://griddynamics.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f30f056si10799034f8f.267 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f310"
Mattermost,Remote,Worldwide remote,careers@mattermost.com,guessed pattern (verify before sending),,mattermost.com,https://mattermost.com/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f33d9e5si10498855f8f.426 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f24de4esi9"
Moralis,Remote,Worldwide remote,careers@moralis.io,guessed pattern (verify before sending),,moralis.io,https://moralis.io/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f24daebsi10466750f8f.116 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f236"
Nuro,Remote,Worldwide remote,careers@nuro.ai,guessed pattern (verify before sending),,nuro.ai,https://nuro.ai/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-49988af6e0asi79016205e9.10 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-48160a1add"
Nylas,Remote,Worldwide remote,hr@nylas.com,guessed pattern (verify before sending),,nylas.com,https://nylas.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f321cccsi10065863f8f.349 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f2fe"
QuickNode,Remote,Worldwide remote,hr@quicknode.com,guessed pattern (verify before sending),,quicknode.com,https://quicknode.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f32ec81si12888699f8f.374 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f2f9"
Ripio,Remote,Worldwide remote,jobs@ripio.com,guessed pattern (verify before sending),,ripio.com,https://ripio.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-499899785a7si68653675e9.0 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499899785a7"
Rocket Chat,Remote,Worldwide remote,hr@rocket.chat,guessed pattern (verify before sending),,rocket.chat,https://rocket.chat/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f33d63bsi9966432f8f.421 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f2f9d"
Shippo,Remote,Worldwide remote,hr@shippo.com,guessed pattern (verify before sending),,shippo.com,https://shippo.com/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f31890esi10367845f8f.298 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-49989b17b6dsi6"
Spacelift,Remote,Worldwide remote,hr@spacelift.io,guessed pattern (verify before sending),,spacelift.io,https://spacelift.io/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f3383acsi9162326f8f.398 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-49989b11c"
Teikametrics,Remote,Worldwide remote,hr@teikametrics.com,guessed pattern (verify before sending),,teikametrics.com,https://teikametrics.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f24dd28si10299948f8f.125 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f24e"
